log_date,muscle_group,exercise,set_number,reps,reps_raw,weight_kg,weight_raw,rpe,notes
2026-01-10,Chest,Incline Chest PressIncline Chest Press Machine,1,,test/20kg,20.0,,,
2026-01-10,Chest,Incline Chest PressIncline Chest Press Machine,2,10,10/20kg,20.0,,,
2026-01-10,Chest,Incline Chest PressIncline Chest Press Machine,3,6,6/20kg,20.0,,,
2026-01-10,Chest,Incline Chest PressIncline Chest Press Machine,4,6,6/20,20.0,,,
2026-01-10,Chest,Chest Press Machine,1,6,6/20kg,20.0,,,
2026-01-10,Chest,Chest Press Machine,2,5,5/20kg,20.0,,,
2026-01-10,Chest,Chest Press Machine,3,7,7/15kg,15.0,,,
2026-01-10,Chest,Chest Press Machine,4,5,5/15,15.0,,,
2026-01-10,Chest,Military PressSmith Machine Bench Press,1,8,8/20kg,20.0,,,
2026-01-10,Chest,Military PressSmith Machine Bench Press,2,10,10/30kg,30.0,,,
2026-01-10,Chest,Military PressSmith Machine Bench Press,3,4,4/40kg,40.0,,,
2026-01-10,Chest,Overhead Press 3/12Military Press,1,7,7/20kg,20.0,,,
2026-01-10,Chest,Overhead Press 3/12Military Press,2,5,5/20kg,20.0,,,
2026-01-14,Chest,FliesPec Deck Fly,1,12,12,45.0,45kg,Don't use too much energy. Probably move it to the last set?,
2026-01-14,Chest,FliesPec Deck Fly,2,12,12,45.0,45kg,Don't use too much energy. Probably move it to the last set?,
2026-01-14,Chest,FliesPec Deck Fly,3,12,12,45.0,45kg,Don't use too much energy. Probably move it to the last set?,
2026-01-14,Chest,FliesPec Deck Fly,4,10,10,45.0,45kg,Don't use too much energy. Probably move it to the last set?,
2026-01-14,Chest,Incline Chest Press (Smith Machine),1,10,10,30.0,30kg,,
2026-01-14,Chest,Incline Chest Press (Smith Machine),2,8,8,30.0,30kg,,
2026-01-14,Chest,Incline Chest Press (Smith Machine),3,5,5/35,35.0,30kg,,
2026-01-14,Chest,Incline chest press machine,1,4,4/20kg,20.0,20kg,,
2026-01-14,Chest,Incline chest press machine,2,8,8/15kg,15.0,20kg,,
2026-01-14,Chest,Incline chest press machine,3,7,7/15kg,15.0,20kg,,
2026-01-14,Chest,Incline chest press machine,4,5,5,20.0,20kg,,
2026-01-14,Chest,Smith Machine Bench Press,1,10,10,40.0,40kg,"Try to do some warm ups, Should focus more on the machine or lower the weight and practice on my form?",
2026-01-14,Chest,Smith Machine Bench Press,2,10,10,40.0,40kg,"Try to do some warm ups, Should focus more on the machine or lower the weight and practice on my form?",
2026-01-14,Chest,Smith Machine Bench Press,3,5,5,40.0,40kg,"Try to do some warm ups, Should focus more on the machine or lower the weight and practice on my form?",
2026-01-14,Chest,Overhead Press 3/12Military Press,1,6,6,15.0,15kg,,
2026-01-14,Chest,Overhead Press 3/12Military Press,2,5,5/20kg,20.0,15kg,,
2026-01-14,Chest,Chest Press (drop set),1,12,12/15kg,15.0,,Adding some drop sets to the end of my workout sounds good,
2026-01-14,Chest,Chest Press (drop set),2,12,12/10kg,10.0,,Adding some drop sets to the end of my workout sounds good,
2026-01-14,Chest,Chest Press (drop set),3,,5kg to failure,,,Adding some drop sets to the end of my workout sounds good,
2026-01-18,Chest,Smith Machine Bench Press,1,10,10/40kgs,40.0,,50 with consistent reps would be better next time.,
2026-01-18,Chest,Smith Machine Bench Press,2,6,6/50kgs,50.0,,50 with consistent reps would be better next time.,
2026-01-18,Chest,Smith Machine Bench Press,3,8,8/50kgs,50.0,,50 with consistent reps would be better next time.,
2026-01-18,Chest,Smith Machine Bench Press,4,5,5/50kgs,50.0,,50 with consistent reps would be better next time.,
2026-01-18,Chest,Smith Machine Incline,1,8,8/40kgs,40.0,,Consistent reps of 7 or 6,
2026-01-18,Chest,Smith Machine Incline,2,7,7/40kgs (failed to go up at 8),,,Consistent reps of 7 or 6,
2026-01-18,Chest,Smith Machine Incline,3,6,6,,,Consistent reps of 7 or 6,
2026-01-18,Chest,Smith Machine Incline,4,5,5,,,Consistent reps of 7 or 6,
2026-01-18,Chest,Pec Dec flies,1,7,7/45kgs,45.0,,Should reduce weight and retain reps,
2026-01-18,Chest,Pec Dec flies,2,8,8/40kgs,40.0,,Should reduce weight and retain reps,
2026-01-18,Chest,Pec Dec flies,3,9,9,,,Should reduce weight and retain reps,
2026-01-18,Chest,Pec Dec flies,4,,7 (without full ROM),,,Should reduce weight and retain reps,
2026-01-18,Chest,Military press,1,8,8/20kgs,20.0,20kgs,4sets with 30 + 1 drop set to zero,
2026-01-18,Chest,Military press,2,7,7/30kgs,30.0,20kgs,4sets with 30 + 1 drop set to zero,
2026-01-18,Chest,Military press,3,7,7/30kgs,30.0,20kgs,4sets with 30 + 1 drop set to zero,
2026-01-18,Chest,Military press,4,5,5/30kgs,30.0,20kgs,4sets with 30 + 1 drop set to zero,
2026-01-18,Chest,Machine Chest press drop set,1,11,11/30kgs,30.0,,,
2026-01-18,Chest,Machine Chest press drop set,2,7,7/20kgs,20.0,,,
2026-01-18,Chest,Machine Chest press drop set,3,11,11/20kgs,20.0,,,
2026-01-18,Chest,Machine Chest press drop set,4,10,10/10kgs,10.0,,,
2026-01-18,Chest,Hammer Curls,1,9,9ea,12.0,12kgs,,
2026-01-18,Chest,Hammer Curls,2,7,7ea,12.0,12kgs,,
2026-01-18,Chest,Hammer Curls,3,7,7ea,12.0,12kgs,,
2026-01-18,Chest,Preacher Curls,1,12,12,30.0,30kgs,Keep arms parallel to eachother (decrease reps),
2026-01-18,Chest,Preacher Curls,2,9,9,30.0,30kgs,Keep arms parallel to eachother (decrease reps),
2026-01-18,Chest,Preacher Curls,3,7,7,30.0,30kgs,Keep arms parallel to eachother (decrease reps),
2026-01-22,Chest,Machine chest press,1,10,10,40.0,40kgs,Next time decrease reps per set and i ncrease weight?,
2026-01-22,Chest,Machine chest press,2,10,10,40.0,40kgs,Next time decrease reps per set and i ncrease weight?,
2026-01-22,Chest,Machine chest press,3,,8/40 + 3/30,40.0,40kgs,Next time decrease reps per set and i ncrease weight?,
2026-01-22,Chest,Machine chest press,4,,6/40+4/30,40.0,40kgs,Next time decrease reps per set and i ncrease weight?,
2026-01-22,Chest,Incline Chest Press Machine,1,8,8,20.0,20,Can't feel my chest,Plan: 4/20/6
2026-01-22,Chest,Incline Chest Press Machine,2,6,6,20.0,20,Can't feel my chest,Plan: 4/20/6
2026-01-22,Chest,Incline Chest Press Machine,3,5,5,20.0,20,Can't feel my chest,Plan: 4/20/6
2026-01-22,Chest,Incline Chest Press Machine,4,6,6,20.0,20,Can't feel my chest,Plan: 4/20/6
2026-01-22,Chest,Smith Machine Incline chest press,1,8,8/30,30.0,,,
2026-01-22,Chest,Smith Machine Incline chest press,2,7,7/30,30.0,,,
2026-01-22,Chest,Smith Machine Incline chest press,3,6,6,,,,
2026-01-22,Chest,Smith Machine Incline chest press,4,8,8/20,20.0,,,
2026-02-02,Chest,Smith Machine Bench Press,1,7,7/40,40.0,40,Decreased weight to 40 (return to 50 based on condition),Plan: 3/7/50
2026-02-02,Chest,Smith Machine Bench Press,2,7,7,40.0,40,Decreased weight to 40 (return to 50 based on condition),Plan: 3/7/50
2026-02-02,Chest,Smith Machine Bench Press,3,6,6,40.0,40,Decreased weight to 40 (return to 50 based on condition),Plan: 3/7/50
2026-02-02,Chest,Smith Machine Incline,1,3,3/40,40.0,,Decreased weight to 35 (return to 40),Plan: 3/8/40
2026-02-02,Chest,Smith Machine Incline,2,7,7/35,35.0,,Decreased weight to 35 (return to 40),Plan: 3/8/40
2026-02-02,Chest,Smith Machine Incline,3,7,7/35,35.0,,Decreased weight to 35 (return to 40),Plan: 3/8/40
2026-02-02,Chest,Smith Machine Incline,4,4,4/35,35.0,,Decreased weight to 35 (return to 40),Plan: 3/8/40
2026-02-02,Chest,Pec Dec flies,1,10,10/27.5,27.5,,Make sure to stop at chest,Plan: 3/8/40
2026-02-02,Chest,Pec Dec flies,2,8,8/40,40.0,,Make sure to stop at chest,Plan: 3/8/40
2026-02-02,Chest,Pec Dec flies,3,6,6/40,40.0,,Make sure to stop at chest,Plan: 3/8/40
2026-02-02,Chest,Pec Dec flies,4,5,5/35 (feeling heavy fatigue),,,Make sure to stop at chest,Plan: 3/8/40
2026-02-02,Chest,Dumbell Chest Press,1,,test/10ea,10.0,,14ea feels good,
2026-02-02,Chest,Dumbell Chest Press,2,10,10/14ea,14.0,,14ea feels good,
2026-02-02,Chest,Dumbell Chest Press,3,10,10/14ea,14.0,,14ea feels good,
2026-02-02,Chest,Military press,1,6,6/30,30.0,,Experiencing Heavy fatigue,Plan: 3/8/30
2026-02-02,Chest,Military press,2,5,5/25,25.0,,Experiencing Heavy fatigue,Plan: 3/8/30
2026-02-02,Chest,Lateral Raises,1,20,20/20,20.0,20,,Plan: 3/F/20
2026-02-02,Chest,Lateral Raises,2,15,15ea/20,20.0,20,,Plan: 3/F/20
2026-02-02,Chest,Lateral Raises,3,,10 + 10ea,20.0,20,,Plan: 3/F/20
2026-02-06,Chest,Smith Machine Bench Press,1,8,8/45,45.0,,9/45 or 7/50,Plan: 3/8/40
2026-02-06,Chest,Smith Machine Bench Press,2,8,8/50,50.0,,9/45 or 7/50,Plan: 3/8/40
2026-02-06,Chest,Smith Machine Bench Press,3,6,6/50,50.0,,9/45 or 7/50,Plan: 3/8/40
2026-02-06,Chest,Smith Machine Incline Bench,1,8,8/40,40.0,,7/40 or 9/35?,Plan: 3/8/35
2026-02-06,Chest,Smith Machine Incline Bench,2,6,6/40,40.0,,7/40 or 9/35?,Plan: 3/8/35
2026-02-06,Chest,Smith Machine Incline Bench,3,7,7/35,35.0,,7/40 or 9/35?,Plan: 3/8/35
2026-02-06,Chest,Smith Machine Incline Bench,4,9,9/20,20.0,,7/40 or 9/35?,Plan: 3/8/35
2026-02-06,Chest,Pec Dec flies,1,7,7,,,,Plan: 3/8/40
2026-02-06,Chest,Pec Dec flies,2,,8 (Beginning to fail at 6),,,,Plan: 3/8/40
2026-02-06,Chest,Pec Dec flies,3,5,5,,,,Plan: 3/8/40
2026-02-06,Chest,Pec Dec flies,4,8,8/30,30.0,,,Plan: 3/8/40
2026-02-06,Chest,Dumbell Chest Press 4/10/14ea,1,10,10/14,14.0,,,
2026-02-06,Chest,Dumbell Chest Press 4/10/14ea,2,12,12/12,12.0,,,
2026-02-06,Chest,Dumbell Chest Press 4/10/14ea,3,11,11/12,12.0,,,
2026-02-06,Chest,Dumbell Chest Press 4/10/14ea,4,10,10/12,12.0,,,
2026-02-06,Chest,Military press,1,5,5/30,30.0,,,Plan: 4/8/30
2026-02-06,Chest,Military press,2,5,5/25,25.0,,,Plan: 4/8/30
2026-02-06,Chest,Military press,3,6,6/20,20.0,,,Plan: 4/8/30
2026-02-06,Chest,Military press,4,7,7/20,20.0,,,Plan: 4/8/30
2026-02-10,Chest,Smith Machine Bench Press,1,,Warm up 10/20,20.0,,Test 3/7/45,Plan: 3/9/45
2026-02-10,Chest,Smith Machine Bench Press,2,8,8/45,45.0,,Test 3/7/45,Plan: 3/9/45
2026-02-10,Chest,Smith Machine Bench Press,3,6,6/45,45.0,,Test 3/7/45,Plan: 3/9/45
2026-02-10,Chest,Smith Machine Bench Press,4,6,6/45,45.0,,Test 3/7/45,Plan: 3/9/45
2026-02-10,Chest,Smith Machine Incline Bench,1,,Warm up 10/0,0.0,,Go with 3/7/35? Maybe lower weight to 40 and 30 for both bench presses.,Plan: 3/9/35
2026-02-10,Chest,Smith Machine Incline Bench,2,8,8/35,35.0,,Go with 3/7/35? Maybe lower weight to 40 and 30 for both bench presses.,Plan: 3/9/35
2026-02-10,Chest,Smith Machine Incline Bench,3,7,7/35,35.0,,Go with 3/7/35? Maybe lower weight to 40 and 30 for both bench presses.,Plan: 3/9/35
2026-02-10,Chest,Smith Machine Incline Bench,4,6,6/35,35.0,,Go with 3/7/35? Maybe lower weight to 40 and 30 for both bench presses.,Plan: 3/9/35
2026-02-10,Chest,Pec Dec flies,1,9,9/30,30.0,,Maybe 10/30 or 10/35 next time,Plan: 3/9/30
2026-02-10,Chest,Pec Dec flies,2,9,9/30,30.0,,Maybe 10/30 or 10/35 next time,Plan: 3/9/30
2026-02-10,Chest,Pec Dec flies,3,11,11/30,30.0,,Maybe 10/30 or 10/35 next time,Plan: 3/9/30
2026-02-10,Chest,Military press,1,8,8/25,25.0,,,Plan: 3/8/25
2026-02-10,Chest,Military press,2,7,7/25,25.0,,,Plan: 3/8/25
2026-02-10,Chest,Military press,3,7,7/25,25.0,,,Plan: 3/8/25
2026-02-10,Chest,Dumbell Chest Press 3/10/14ea,1,,9.5/14ea,14.0,,Lower weight and focus on form,
2026-02-10,Chest,Dumbell Chest Press 3/10/14ea,2,7,7/14ea,14.0,,Lower weight and focus on form,
2026-02-10,Chest,Dumbell Chest Press 3/10/14ea,3,10,10/12ea,12.0,,Lower weight and focus on form,
2026-02-10,Chest,Tricep Rope Pull down,1,10,10/27.5,27.5,,,Plan: 2/12/27.5
2026-02-10,Chest,Tricep Rope Pull down,2,8,8/27.5,27.5,,,Plan: 2/12/27.5
2026-02-10,Chest,Tricep Rope Pull down,3,8,8/22.5,22.5,,,Plan: 2/12/27.5
2026-02-10,Chest,Overhead Tricep Rope Pull down,1,20,20/22.5,22.5,,,Plan: 2/10/27.5
2026-02-10,Chest,Overhead Tricep Rope Pull down,2,15,15/27.5,27.5,,,Plan: 2/10/27.5
2026-02-10,Chest,Overhead Tricep Rope Pull down,3,,8/32 + 4/27.5,,,,Plan: 2/10/27.5
2026-02-14,Chest,Smith Machine Bench Press,1,8,8/40,40.0,,,Plan: 3/9/45
2026-02-14,Chest,Smith Machine Bench Press,2,5,5/50,50.0,,,Plan: 3/9/45
2026-02-14,Chest,Smith Machine Bench Press,3,8,8/40,40.0,,,Plan: 3/9/45
2026-02-14,Chest,Smith Machine Incline Bench,1,8,8/30,30.0,,,Plan: 3/9/35
2026-02-14,Chest,Smith Machine Incline Bench,2,7,7/35,35.0,,,Plan: 3/9/35
2026-02-14,Chest,Smith Machine Incline Bench,3,7,7/30,30.0,,,Plan: 3/9/35
2026-02-14,Chest,Pec Dec flies,1,,,,,,Plan: 3/9/30
2026-02-14,Chest,Military press,1,8,8/25,25.0,,,Plan: 3/8/25
2026-02-14,Chest,Military press,2,8,8/25,25.0,,,Plan: 3/8/25
2026-02-14,Chest,Military press,3,6,6/25,25.0,,,Plan: 3/8/25
2026-02-14,Chest,Dumbell Chest Press 3/10/14ea,1,,,,,,
2026-02-21,Chest,Smith Machine Incline Bench,1,,Warmup,,8/40,Feels Fucking Amazing / Align the bar right above my nipples / Decrease weight to 40 and focus on consistent reps or 7/45 * 2 + 8/40 * 2,Plan: 3/9/45
2026-02-21,Chest,Smith Machine Incline Bench,2,9,9/45,45.0,8/40,Feels Fucking Amazing / Align the bar right above my nipples / Decrease weight to 40 and focus on consistent reps or 7/45 * 2 + 8/40 * 2,Plan: 3/9/45
2026-02-21,Chest,Smith Machine Incline Bench,3,,8.5/45,45.0,8/40,Feels Fucking Amazing / Align the bar right above my nipples / Decrease weight to 40 and focus on consistent reps or 7/45 * 2 + 8/40 * 2,Plan: 3/9/45
2026-02-21,Chest,Smith Machine Incline Bench,4,6,6/45,45.0,8/40,Feels Fucking Amazing / Align the bar right above my nipples / Decrease weight to 40 and focus on consistent reps or 7/45 * 2 + 8/40 * 2,Plan: 3/9/45
2026-02-21,Chest,Dumbell Chest Press 3/12/12ea,1,10,10/12,12.0,,Need to focus more on posture / stick with 10 for a while,
2026-02-21,Chest,Dumbell Chest Press 3/12/12ea,2,13,13/10,10.0,,Need to focus more on posture / stick with 10 for a while,
2026-02-21,Chest,Dumbell Chest Press 3/12/12ea,3,13,13/10,10.0,,Need to focus more on posture / stick with 10 for a while,
2026-02-21,Chest,Pec Dec flies,1,12,12/40,40.0,,pause 3 seconds,Plan: 3/10/35
2026-02-21,Chest,Pec Dec flies,2,9,9/40,40.0,,pause 3 seconds,Plan: 3/10/35
2026-02-21,Chest,Pec Dec flies,3,7,7/40,40.0,,pause 3 seconds,Plan: 3/10/35
2026-02-21,Chest,Machine Chest Press,1,,testing other machines,,,,Plan: 3/10/40
2026-02-21,Chest,Machine Chest Press,2,7,7/30,30.0,,,Plan: 3/10/40
2026-02-21,Chest,Machine Chest Press,3,10,10/30,30.0,,,Plan: 3/10/40
2026-02-21,Chest,Military press,1,10,10/25,25.0,,,Plan: 3/8/25
2026-02-21,Chest,Military press,2,10,10/25,25.0,,,Plan: 3/8/25
2026-02-21,Chest,Military press,3,7,7/25,25.0,,,Plan: 3/8/25
2026-02-21,Chest,Military press,4,8,8/20,20.0,,,Plan: 3/8/25
2026-02-21,Chest,Overhead Tricep Rope Pull down,1,18,18/27.5,27.5,,,Plan: 2/12/27.5
2026-02-21,Chest,Overhead Tricep Rope Pull down,2,9,9/32,32.0,,,Plan: 2/12/27.5
2026-02-21,Chest,Tricep Rope Pull down,1,7,7/27.5,27.5,,,Plan: 2/12/27.5
2026-02-25,Chest,Smith Machine Incline Bench 7/45 * 2 + 8/40 * 2,1,7,7/45,45.0,,,
2026-02-25,Chest,Smith Machine Incline Bench 7/45 * 2 + 8/40 * 2,2,5,5/45,45.0,,,
2026-02-25,Chest,Smith Machine Incline Bench 7/45 * 2 + 8/40 * 2,3,6,6/40,40.0,,,
2026-02-25,Chest,Smith Machine Incline Bench 7/45 * 2 + 8/40 * 2,4,6,6/40,40.0,,,
2026-02-25,Chest,Dumbell Chest Press 3/12/10ea,1,,Pass,,,,
2026-02-25,Chest,Pec Dec flies,1,,,,,,Plan: 3/10/35
2026-02-25,Chest,Military press,1,12,12/25,25.0,,Increase weight to 30,Plan: 3/8/25
2026-02-25,Chest,Military press,2,9,9/30,30.0,,Increase weight to 30,Plan: 3/8/25
2026-02-25,Chest,Military press,3,6,6/30,30.0,,Increase weight to 30,Plan: 3/8/25
2026-02-25,Chest,Machine Chest Press,1,12,12/30,30.0,,,Plan: 3/10/40
2026-02-25,Chest,Machine Chest Press,2,13,13/30,30.0,,,Plan: 3/10/40
2026-02-25,Chest,Machine Chest Press,3,,9.5/30,30.0,,,Plan: 3/10/40
2026-02-25,Chest,Overhead Tricep Rope Pull down,1,15,15/27.5,27.5,,Definitely add weight / use bar instead of rope,Plan: 2/12/27.5
2026-02-25,Chest,Overhead Tricep Rope Pull down,2,15,15/32,32.0,,Definitely add weight / use bar instead of rope,Plan: 2/12/27.5
2026-02-25,Chest,Overhead Tricep Rope Pull down,3,13,13/36,36.0,,Definitely add weight / use bar instead of rope,Plan: 2/12/27.5
2026-02-25,Chest,Tricep Rope Pull down,1,8,8/36,36.0,,,Plan: 2/12/27.5
2026-02-25,Chest,Tricep Rope Pull down,2,,7/36 + 5/32,,,,Plan: 2/12/27.5
2026-02-25,Chest,Tricep Rope Pull down,3,6,6/32,32.0,,,Plan: 2/12/27.5
2026-03-02,Chest,Smith Machine Incline Bench 7/45 + 7/50 + 7/40,1,7,7/45,45.0,,Maybe start with 50 next time / stick to 45? until I reach 10 clean reps,
2026-03-02,Chest,Smith Machine Incline Bench 7/45 + 7/50 + 7/40,2,,5.5/50,50.0,,Maybe start with 50 next time / stick to 45? until I reach 10 clean reps,
2026-03-02,Chest,Smith Machine Incline Bench 7/45 + 7/50 + 7/40,3,6,6/45,45.0,,Maybe start with 50 next time / stick to 45? until I reach 10 clean reps,
2026-03-02,Chest,Machine Chest Press,1,10,10/40,40.0,,9/40? or retain,Plan: 3/10/40
2026-03-02,Chest,Machine Chest Press,2,,9.5/40,40.0,,9/40? or retain,Plan: 3/10/40
2026-03-02,Chest,Machine Chest Press,3,,7.5/50,50.0,,9/40? or retain,Plan: 3/10/40
2026-03-02,Chest,Pec Dec flies,1,10,10/40,40.0,,,Plan: 2/10/40
2026-03-02,Chest,Pec Dec flies,2,,7.5/40,40.0,,,Plan: 2/10/40
2026-03-02,Chest,Dumbell Chest Press 2/12/10ea,1,16,16/10,10.0,,,
2026-03-02,Chest,Dumbell Chest Press 2/12/10ea,2,12,12/10,10.0,,,
2026-03-02,Chest,Military press,1,11,11/30,30.0,,,Plan: 3/8/30
2026-03-02,Chest,Military press,2,,7.5/35,35.0,,,Plan: 3/8/30
2026-03-02,Chest,Military press,3,,6.5/30,30.0,,,Plan: 3/8/30
2026-03-02,Chest,Overhead Tricep Rope Pull down,1,12,12/36,36.0,,Try 11/36,Plan: 2/12/36
2026-03-02,Chest,Overhead Tricep Rope Pull down,2,9,9/36,36.0,,Try 11/36,Plan: 2/12/36
2026-03-02,Chest,Tricep Rope Pull down,1,,7.5/32,32.0,,,Plan: 2/12/36
2026-03-02,Chest,Tricep Rope Pull down,2,6,6/32,32.0,,,Plan: 2/12/36
2026-03-02,Chest,Tricep Rope Pull down,3,7,7/22.5,22.5,,,Plan: 2/12/36
2026-03-06,Chest,Smith Machine Incline 6/50 + 6/50 + 6/45 + 6/45,1,6,6/50,50.0,,,
2026-03-06,Chest,Smith Machine Incline 6/50 + 6/50 + 6/45 + 6/45,2,4,4/50,50.0,,,
2026-03-06,Chest,Smith Machine Incline 6/50 + 6/50 + 6/45 + 6/45,3,,7.5/40,40.0,,,
2026-03-06,Chest,Smith Machine Incline 6/50 + 6/50 + 6/45 + 6/45,4,6,6/40,40.0,,,
2026-03-06,Chest,Machine Chest Press,1,12,12/40,40.0,,,Plan: 3/10/40
2026-03-06,Chest,Machine Chest Press,2,7,7/40,40.0,,,Plan: 3/10/40
2026-03-06,Chest,Machine Chest Press,3,7,7/40,40.0,,,Plan: 3/10/40
2026-03-06,Chest,Pec Dec flies,1,8,8/40,40.0,,,Plan: 2/10/40
2026-03-06,Chest,Pec Dec flies,2,12,12ea/25,25.0,,,Plan: 2/10/40
2026-03-06,Chest,Pec Dec flies,3,6,6/50,50.0,,,Plan: 2/10/40
2026-03-06,Chest,Dumbell Chest Press 2/12/10ea,1,12,12/10,10.0,,Increase to 3/12/12,
2026-03-06,Chest,Dumbell Chest Press 2/12/10ea,2,12,12/12,12.0,,Increase to 3/12/12,
2026-03-06,Chest,Dumbell Chest Press 2/12/10ea,3,14,14/12,12.0,,Increase to 3/12/12,
2026-03-06,Chest,Military press,1,6,6/35,35.0,,,Plan: 4/8/35
2026-03-06,Chest,Military press,2,,6.5/30,30.0,,,Plan: 4/8/35
2026-03-06,Chest,Military press,3,6,6/30,30.0,,,Plan: 4/8/35
2026-03-06,Chest,Military press,4,6,6/30,30.0,,,Plan: 4/8/35
2026-03-06,Chest,Overhead Tricep Rope Pull down,1,13,13/36,36.0,,,Plan: 2/12/36
2026-03-06,Chest,Overhead Tricep Rope Pull down,2,,5/41+4/36,,,,Plan: 2/12/36
2026-03-06,Chest,Overhead Tricep Rope Pull down,3,6,6/36,36.0,,,Plan: 2/12/36
2026-03-06,Chest,Tricep Rope Pull down,1,,8.5/32,32.0,,,Plan: 3/12/36
2026-03-06,Chest,Tricep Rope Pull down,2,6,6/32,32.0,,,Plan: 3/12/36
2026-03-06,Chest,Tricep Rope Pull down,3,6,6/32,32.0,,,Plan: 3/12/36
2026-03-06,Chest,Smith Machine Incline,1,,2/6/50,,,,
2026-03-06,Chest,Machine Chest Press,1,,2/10/50,,,,
2026-03-06,Chest,Pec Dec flies,1,,2/10/50,,,,
2026-03-06,Chest,Dumbell Chest Press,1,,2/12/12,,,,
2026-03-06,Chest,Lateral Raises,1,,2/f/6,,,,
2026-03-06,Chest,Military press,1,,2/10/25,,,,
2026-03-06,Chest,Overhead Tricep Rope Pulldown,1,,2/12/41,,,,
2026-03-06,Chest,Tricep rope pulldown,1,,2/12/27,,,,
2026-03-26,Chest,Incline bench,1,,2/8/50,,,,
2026-03-26,Chest,Incline bench,2,,8.5,,,,
2026-03-26,Chest,Incline bench,3,,6.5,,,,
2026-03-26,Chest,Chest press machine,1,,2/12/40,,,,
2026-03-26,Chest,Chest press machine,2,10,10/40,40.0,,,
2026-03-26,Chest,Chest press machine,3,8,8/40,40.0,,,
2026-03-26,Chest,pec deck flies,1,,2/15/20,,,,
2026-03-26,Chest,Dumbell chest press,1,,2/15/16,,,,
2026-03-26,Chest,Dumbell chest press,2,14,14/14,14.0,,,
2026-03-26,Chest,Dumbell chest press,3,14,14/14,14.0,,,
2026-03-26,Chest,Lateral Raises,1,,2/f/4,,,,
2026-03-26,Chest,Lateral Raises,2,14,14/4,4.0,,,
2026-03-26,Chest,Lateral Raises,3,15,15/4,4.0,,,
2026-03-26,Chest,Shoulder press,1,,2/12/25,,,,
2026-03-26,Chest,Shoulder press,2,10,10/25,25.0,,,
2026-03-26,Chest,Shoulder press,3,9,9/25,25.0,,,
2026-03-26,Chest,Tricep pull down,1,,2/12/27.5,,,,
2026-03-26,Chest,Tricep pull down,2,14,14/27.5,27.5,,,
2026-04-08,Chest,Smith machine incline,1,,2/?/55,,,,
2026-04-08,Chest,Smith machine incline,2,5,5/40 warmup,,,,
2026-04-08,Chest,Smith machine incline,3,6,6/55,55.0,,,
2026-04-08,Chest,Smith machine incline,4,3,3/55,55.0,,,
2026-04-08,Chest,Incline Chest press machine,1,,2/12/30,,,,
2026-04-08,Chest,Incline Chest press machine,2,,9.5/30,30.0,,,
2026-04-08,Chest,Incline Chest press machine,3,6,6/30,30.0,,,
2026-04-08,Chest,Pec deck flies,1,,2/f/25,,,Stick to 35,
2026-04-08,Chest,Pec deck flies,2,,10 w/p/35,,,Stick to 35,
2026-04-08,Chest,Pec deck flies,3,,9w/p/35,,,Stick to 35,
2026-04-08,Chest,Shoulder press,1,,2/12/30,,,,
2026-04-08,Chest,Shoulder press,2,12,12/30,30.0,,,
2026-04-08,Chest,Shoulder press,3,9,9/30,30.0,,,
2026-04-08,Chest,Tricep rope pull down,1,,2/12/27.5,,,,
2026-04-13,Chest,Incline bench,1,,2/8/55,,,,
2026-04-13,Chest,Incline bench,2,,2/55 + 7/40,,,,
2026-04-13,Chest,Incline Chest press machine,1,,2/8/30,,,,
2026-04-13,Chest,Incline Chest press machine,2,,7.5/30,30.0,,,
2026-04-13,Chest,Incline Chest press machine,3,5,5/30,30.0,,,
2026-04-13,Chest,Shoulder press,1,,2/8/30,,,,
2026-04-13,Chest,Shoulder press,2,9,9/30,30.0,,,
2026-04-13,Chest,Shoulder press,3,7,7/30,30.0,,,
2026-04-13,Chest,Tricep pull downs,1,,2/12/27.5,,,,
2026-04-13,Chest,Tricep pull downs,2,7,7/32,32.0,,,
2026-04-13,Chest,Tricep pull downs,3,10,10/32,32.0,,,
2026-04-13,Chest,Tricep pull downs,4,,10/32+5/22,,,,
2026-04-13,Chest,Pec deck flies,1,,2/12/35,,,,
2026-04-13,Chest,Pec deck flies,2,14,14/30,30.0,,,
2026-04-13,Chest,Pec deck flies,3,12,12/35,35.0,,,
2026-01-07,Legs,Perfect Squats,1,8,8,10.0,10,8,
2026-01-07,Legs,Perfect Squats,2,8,8,10.0,10,8,
2026-01-07,Legs,Perfect Squats,3,8,8,10.0,10,8,
2026-01-07,Legs,Perfect Squats,4,8,8,10.0,10,8,
2026-01-07,Legs,Leg Press,1,7,7,0.0,0,10,
2026-01-07,Legs,Leg Press,2,8,8,0.0,0,10,
2026-01-07,Legs,Leg Press,3,8,8,0.0,0,10,
2026-01-07,Legs,Leg Press,4,8,8,0.0,0,10,
2026-01-07,Legs,Leg Extensions,1,10,10,35.0,35,10,
2026-01-07,Legs,Leg Extensions,2,10,10,35.0,35,10,
2026-01-07,Legs,Leg Extensions,3,10,10,35.0,35,10,
2026-01-07,Legs,Seated Leg Curls,1,8,8,42.5,42.5,5,
2026-01-07,Legs,Seated Leg Curls,2,10,10,42.5,42.5,5,
2026-01-07,Legs,Seated Leg Curls,3,9,9,42.5,42.5,5,
2026-01-07,Legs,Seated Leg Curls,4,14,14,42.5,42.5,5,
